Hour,Month,Weekend,Holiday,Promotion,Reservations,Year,Day,DayOfYear,WeekOfYear,Lag_1_Day,Lag_7_Days,Rolling_7,DayOfWeek_Monday,DayOfWeek_Saturday,DayOfWeek_Sunday,DayOfWeek_Thursday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,Weather_Rainy,Weather_Sunny
22,10,0,0,0,40,2023,9,282,41,3.0,0.0,3.7142857142857144,True,False,False,False,False,False,False,True
11,10,0,0,0,42,2023,10,283,41,0.0,7.0,6.428571428571429,False,False,False,False,True,False,False,False
12,10,0,0,0,42,2023,10,283,41,8.0,8.0,8.571428571428571,False,False,False,False,True,False,False,False
13,10,0,0,0,42,2023,10,283,41,4.0,10.0,12.714285714285714,False,False,False,False,True,False,False,False
14,10,0,0,0,42,2023,10,283,41,11.0,6.0,8.142857142857142,False,False,False,False,True,False,False,False
15,10,0,0,0,42,2023,10,283,41,8.0,8.0,5.428571428571429,False,False,False,False,True,False,False,False
16,10,0,0,0,42,2023,10,283,41,5.0,1.0,4.428571428571429,False,False,False,False,True,False,False,False
17,10,0,0,0,42,2023,10,283,41,0.0,6.0,4.285714285714286,False,False,False,False,True,False,False,False
18,10,0,0,0,42,2023,10,283,41,13.0,10.0,10.285714285714286,False,False,False,False,True,False,False,False
19,10,0,0,0,42,2023,10,283,41,9.0,10.0,14.857142857142858,False,False,False,False,True,False,False,False
20,10,0,0,0,42,2023,10,283,41,7.0,6.0,8.857142857142858,False,False,False,False,True,False,False,False
21,10,0,0,0,42,2023,10,283,41,6.0,9.0,8.714285714285714,False,False,False,False,True,False,False,False
22,10,0,0,0,42,2023,10,283,41,1.0,2.0,3.5714285714285716,False,False,False,False,True,False,False,False
11,10,0,0,0,35,2023,11,284,41,0.0,8.0,6.285714285714286,False,False,False,False,False,True,False,False
12,10,0,0,0,35,2023,11,284,41,3.0,5.0,8.857142857142858,False,False,False,False,False,True,False,False
13,10,0,0,0,35,2023,11,284,41,18.0,18.0,11.0,False,False,False,False,False,True,False,False
14,10,0,0,0,35,2023,11,284,41,12.0,1.0,8.428571428571429,False,False,False,False,False,True,False,False
15,10,0,0,0,35,2023,11,284,41,11.0,5.0,4.714285714285714,False,False,False,False,False,True,False,False
16,10,0,0,0,35,2023,11,284,41,0.0,5.0,3.7142857142857144,False,False,False,False,False,True,False,False
17,10,0,0,0,35,2023,11,284,41,6.0,3.0,5.857142857142857,False,False,False,False,False,True,False,False
18,10,0,0,0,35,2023,11,284,41,3.0,12.0,10.142857142857142,False,False,False,False,False,True,False,False
19,10,0,0,0,35,2023,11,284,41,10.0,19.0,14.714285714285714,False,False,False,False,False,True,False,False
20,10,0,0,0,35,2023,11,284,41,7.0,4.0,10.285714285714286,False,False,False,False,False,True,False,False
21,10,0,0,0,35,2023,11,284,41,11.0,10.0,8.428571428571429,False,False,False,False,False,True,False,False
22,10,0,0,0,35,2023,11,284,41,1.0,0.0,4.0,False,False,False,False,False,True,False,False
11,10,0,0,0,50,2023,12,285,41,7.0,10.0,5.428571428571429,False,False,False,True,False,False,True,False
12,10,0,0,0,50,2023,12,285,41,7.0,13.0,7.428571428571429,False,False,False,True,False,False,True,False
13,10,0,0,0,50,2023,12,285,41,6.0,16.0,9.285714285714286,False,False,False,True,False,False,True,False
14,10,0,0,0,50,2023,12,285,41,3.0,16.0,6.857142857142857,False,False,False,True,False,False,True,False
15,10,0,0,0,50,2023,12,285,41,0.0,0.0,4.714285714285714,False,False,False,True,False,False,True,False
16,10,0,0,0,50,2023,12,285,41,0.0,4.0,3.142857142857143,False,False,False,True,False,False,True,False
17,10,0,0,0,50,2023,12,285,41,14.0,0.0,6.285714285714286,False,False,False,True,False,False,True,False
18,10,0,0,0,50,2023,12,285,41,11.0,7.0,10.428571428571429,False,False,False,True,False,False,True,False
19,10,0,0,0,50,2023,12,285,41,18.0,21.0,12.0,False,False,False,True,False,False,True,False
20,10,0,0,0,50,2023,12,285,41,14.0,11.0,10.142857142857142,False,False,False,True,False,False,True,False
21,10,0,0,0,50,2023,12,285,41,8.0,12.0,7.714285714285714,False,False,False,True,False,False,True,False
22,10,0,0,0,50,2023,12,285,41,3.0,10.0,3.142857142857143,False,False,False,True,False,False,True,False
11,10,1,0,1,90,2023,13,286,41,4.0,11.0,5.0,False,False,False,False,False,False,False,False
12,10,1,0,1,90,2023,13,286,41,3.0,20.0,6.571428571428571,False,False,False,False,False,False,False,False
13,10,1,0,1,90,2023,13,286,41,4.0,16.0,10.142857142857142,False,False,False,False,False,False,False,False
14,10,1,0,1,90,2023,13,286,41,5.0,6.0,7.857142857142857,False,False,False,False,False,False,False,False
15,10,1,0,1,90,2023,13,286,41,0.0,14.0,3.5714285714285716,False,False,False,False,False,False,False,False
16,10,1,0,1,90,2023,13,286,41,0.0,11.0,2.0,False,False,False,False,False,False,False,False
17,10,1,0,1,90,2023,13,286,41,3.0,12.0,6.428571428571429,False,False,False,False,False,False,False,False
18,10,1,0,1,90,2023,13,286,41,9.0,11.0,10.857142857142858,False,False,False,False,False,False,False,False
19,10,1,0,1,90,2023,13,286,41,2.0,19.0,12.142857142857142,False,False,False,False,False,False,False,False
20,10,1,0,1,90,2023,13,286,41,10.0,17.0,10.428571428571429,False,False,False,False,False,False,False,False
21,10,1,0,1,90,2023,13,286,41,7.0,12.0,7.428571428571429,False,False,False,False,False,False,False,False
22,10,1,0,1,90,2023,13,286,41,4.0,10.0,2.2857142857142856,False,False,False,False,False,False,False,False
11,10,1,0,0,90,2023,14,287,41,8.0,9.0,5.142857142857143,False,True,False,False,False,False,False,False
12,10,1,0,0,90,2023,14,287,41,14.0,6.0,8.0,False,True,False,False,False,False,False,False
13,10,1,0,0,90,2023,14,287,41,22.0,6.0,10.857142857142858,False,True,False,False,False,False,False,False
14,10,1,0,0,90,2023,14,287,41,13.0,6.0,8.714285714285714,False,True,False,False,False,False,False,False
15,10,1,0,0,90,2023,14,287,41,6.0,0.0,3.5714285714285716,False,True,False,False,False,False,False,False
16,10,1,0,0,90,2023,14,287,41,3.0,4.0,2.142857142857143,False,True,False,False,False,False,False,False
17,10,1,0,0,90,2023,14,287,41,13.0,0.0,8.857142857142858,False,True,False,False,False,False,False,False
18,10,1,0,0,90,2023,14,287,41,14.0,8.0,11.285714285714286,False,True,False,False,False,False,False,False
19,10,1,0,0,90,2023,14,287,41,20.0,11.0,12.857142857142858,False,True,False,False,False,False,False,False
20,10,1,0,0,90,2023,14,287,41,19.0,15.0,11.285714285714286,False,True,False,False,False,False,False,False
21,10,1,0,0,90,2023,14,287,41,10.0,4.0,7.428571428571429,False,True,False,False,False,False,False,False
22,10,1,0,0,90,2023,14,287,41,4.0,0.0,2.5714285714285716,False,True,False,False,False,False,False,False
11,10,0,0,0,28,2023,15,288,41,10.0,7.0,4.857142857142857,False,False,True,False,False,False,False,True
12,10,0,0,0,28,2023,15,288,41,16.0,5.0,8.857142857142858,False,False,True,False,False,False,False,True
13,10,0,0,0,28,2023,15,288,41,11.0,11.0,11.428571428571429,False,False,True,False,False,False,False,True
14,10,0,0,0,28,2023,15,288,41,12.0,5.0,8.714285714285714,False,False,True,False,False,False,False,True
15,10,0,0,0,28,2023,15,288,41,0.0,0.0,4.285714285714286,False,False,True,False,False,False,False,True
16,10,0,0,0,28,2023,15,288,41,5.0,2.0,1.8571428571428572,False,False,True,False,False,False,False,True
17,10,0,0,0,28,2023,15,288,41,17.0,9.0,8.428571428571429,False,False,True,False,False,False,False,True
18,10,0,0,0,28,2023,15,288,41,11.0,18.0,10.142857142857142,False,False,True,False,False,False,False,True
19,10,0,0,0,28,2023,15,288,41,16.0,15.0,12.714285714285714,False,False,True,False,False,False,False,True
20,10,0,0,0,28,2023,15,288,41,21.0,1.0,12.857142857142858,False,False,True,False,False,False,False,True
21,10,0,0,0,28,2023,15,288,41,4.0,6.0,8.142857142857142,False,False,True,False,False,False,False,True
22,10,0,0,0,28,2023,15,288,41,2.0,3.0,2.142857142857143,False,False,True,False,False,False,False,True
11,10,0,0,0,81,2023,16,289,42,5.0,0.0,5.857142857142857,True,False,False,False,False,False,False,True
12,10,0,0,0,81,2023,16,289,42,11.0,8.0,8.571428571428571,True,False,False,False,False,False,False,True
13,10,0,0,0,81,2023,16,289,42,15.0,4.0,12.285714285714286,True,False,False,False,False,False,False,True
14,10,0,0,0,81,2023,16,289,42,5.0,11.0,8.571428571428571,True,False,False,False,False,False,False,True
15,10,0,0,0,81,2023,16,289,42,5.0,8.0,3.2857142857142856,True,False,False,False,False,False,False,True
16,10,0,0,0,81,2023,16,289,42,0.0,5.0,1.8571428571428572,True,False,False,False,False,False,False,True
17,10,0,0,0,81,2023,16,289,42,6.0,0.0,9.571428571428571,True,False,False,False,False,False,False,True
18,10,0,0,0,81,2023,16,289,42,10.0,13.0,9.714285714285714,True,False,False,False,False,False,False,True
19,10,0,0,0,81,2023,16,289,42,14.0,9.0,12.714285714285714,True,False,False,False,False,False,False,True
20,10,0,0,0,81,2023,16,289,42,12.0,7.0,14.285714285714286,True,False,False,False,False,False,False,True
21,10,0,0,0,81,2023,16,289,42,11.0,6.0,9.571428571428571,True,False,False,False,False,False,False,True
22,10,0,0,0,81,2023,16,289,42,0.0,1.0,2.4285714285714284,True,False,False,False,False,False,False,True
11,10,0,0,0,29,2023,17,290,42,7.0,0.0,6.142857142857143,False,False,False,False,True,False,False,True
12,10,0,0,0,29,2023,17,290,42,6.0,3.0,9.285714285714286,False,False,False,False,True,False,False,True
13,10,0,0,0,29,2023,17,290,42,10.0,18.0,10.857142857142858,False,False,False,False,True,False,False,True
14,10,0,0,0,29,2023,17,290,42,10.0,12.0,7.857142857142857,False,False,False,False,True,False,False,True
15,10,0,0,0,29,2023,17,290,42,1.0,11.0,1.7142857142857142,False,False,False,False,True,False,False,True
16,10,0,0,0,29,2023,17,290,42,5.0,0.0,2.857142857142857,False,False,False,False,True,False,False,True
17,10,0,0,0,29,2023,17,290,42,8.0,6.0,10.142857142857142,False,False,False,False,True,False,False,True
18,10,0,0,0,29,2023,17,290,42,10.0,3.0,10.428571428571429,False,False,False,False,True,False,False,True
19,10,0,0,0,29,2023,17,290,42,9.0,10.0,12.714285714285714,False,False,False,False,True,False,False,True
20,10,0,0,0,29,2023,17,290,42,17.0,7.0,15.142857142857142,False,False,False,False,True,False,False,True
21,10,0,0,0,29,2023,17,290,42,16.0,11.0,9.857142857142858,False,False,False,False,True,False,False,True
22,10,0,0,0,29,2023,17,290,42,3.0,1.0,3.4285714285714284,False,False,False,False,True,False,False,True
11,10,0,1,0,29,2023,18,291,42,2.0,7.0,5.714285714285714,False,False,False,False,False,True,False,True
12,10,0,1,0,29,2023,18,291,42,8.0,7.0,10.857142857142858,False,False,False,False,False,True,False,True
13,10,0,1,0,29,2023,18,291,42,8.0,6.0,11.714285714285714,False,False,False,False,False,True,False,True
14,10,0,1,0,29,2023,18,291,42,7.0,3.0,9.428571428571429,False,False,False,False,False,True,False,True
15,10,0,1,0,29,2023,18,291,42,0.0,0.0,2.5714285714285716,False,False,False,False,False,True,False,True
16,10,0,1,0,29,2023,18,291,42,7.0,0.0,3.2857142857142856,False,False,False,False,False,True,False,True
17,10,0,1,0,29,2023,18,291,42,10.0,14.0,8.428571428571429,False,False,False,False,False,True,False,True
18,10,0,1,0,29,2023,18,291,42,8.0,11.0,10.714285714285714,False,False,False,False,False,True,False,True
19,10,0,1,0,29,2023,18,291,42,10.0,18.0,12.571428571428571,False,False,False,False,False,True,False,True
20,10,0,1,0,29,2023,18,291,42,13.0,14.0,16.428571428571427,False,False,False,False,False,True,False,True
21,10,0,1,0,29,2023,18,291,42,13.0,8.0,9.571428571428571,False,False,False,False,False,True,False,True
22,10,0,1,0,29,2023,18,291,42,8.0,3.0,4.857142857142857,False,False,False,False,False,True,False,True
11,10,0,0,0,64,2023,19,292,42,4.0,4.0,5.571428571428571,False,False,False,True,False,False,False,True
12,10,0,0,0,64,2023,19,292,42,18.0,3.0,11.857142857142858,False,False,False,True,False,False,False,True
13,10,0,0,0,64,2023,19,292,42,12.0,4.0,13.571428571428571,False,False,False,True,False,False,False,True
14,10,0,0,0,64,2023,19,292,42,14.0,5.0,9.428571428571429,False,False,False,True,False,False,False,True
15,10,0,0,0,64,2023,19,292,42,6.0,0.0,2.5714285714285716,False,False,False,True,False,False,False,True
16,10,0,0,0,64,2023,19,292,42,3.0,0.0,3.4285714285714284,False,False,False,True,False,False,False,True
17,10,0,0,0,64,2023,19,292,42,2.0,3.0,8.0,False,False,False,True,False,False,False,True
18,10,0,0,0,64,2023,19,292,42,13.0,9.0,11.142857142857142,False,False,False,True,False,False,False,True
19,10,0,0,0,64,2023,19,292,42,17.0,2.0,13.571428571428571,False,False,False,True,False,False,False,True
20,10,0,0,0,64,2023,19,292,42,23.0,10.0,16.428571428571427,False,False,False,True,False,False,False,True
21,10,0,0,0,64,2023,19,292,42,6.0,7.0,10.0,False,False,False,True,False,False,False,True
22,10,0,0,0,64,2023,19,292,42,13.0,4.0,4.428571428571429,False,False,False,True,False,False,False,True
11,10,1,0,0,90,2023,20,293,42,3.0,8.0,5.714285714285714,False,False,False,False,False,False,False,True
12,10,1,0,0,90,2023,20,293,42,10.0,14.0,12.428571428571429,False,False,False,False,False,False,False,True
13,10,1,0,0,90,2023,20,293,42,17.0,22.0,12.714285714285714,False,False,False,False,False,False,False,True
14,10,1,0,0,90,2023,20,293,42,5.0,13.0,9.285714285714286,False,False,False,False,False,False,False,True
15,10,1,0,0,90,2023,20,293,42,0.0,6.0,2.5714285714285716,False,False,False,False,False,False,False,True
16,10,1,0,0,90,2023,20,293,42,1.0,3.0,3.0,False,False,False,False,False,False,False,True
17,10,1,0,0,90,2023,20,293,42,0.0,13.0,7.142857142857143,False,False,False,False,False,False,False,True
18,10,1,0,0,90,2023,20,293,42,12.0,14.0,10.857142857142858,False,False,False,False,False,False,False,True
19,10,1,0,0,90,2023,20,293,42,9.0,20.0,13.0,False,False,False,False,False,False,False,True
20,10,1,0,0,90,2023,20,293,42,10.0,19.0,16.142857142857142,False,False,False,False,False,False,False,True
21,10,1,0,0,90,2023,20,293,42,10.0,10.0,10.0,False,False,False,False,False,False,False,True
22,10,1,0,0,90,2023,20,293,42,1.0,4.0,3.857142857142857,False,False,False,False,False,False,False,True
11,10,1,0,0,36,2023,21,294,42,9.0,10.0,5.142857142857143,False,True,False,False,False,False,False,False
12,10,1,0,0,36,2023,21,294,42,18.0,16.0,11.571428571428571,False,True,False,False,False,False,False,False
13,10,1,0,0,36,2023,21,294,42,16.0,11.0,12.571428571428571,False,True,False,False,False,False,False,False
14,10,1,0,0,36,2023,21,294,42,12.0,12.0,10.142857142857142,False,True,False,False,False,False,False,False
15,10,1,0,0,36,2023,21,294,42,6.0,0.0,4.142857142857143,False,True,False,False,False,False,False,False
16,10,1,0,0,36,2023,21,294,42,0.0,5.0,2.857142857142857,False,True,False,False,False,False,False,False
17,10,1,0,0,36,2023,21,294,42,7.0,17.0,6.428571428571429,False,True,False,False,False,False,False,False
18,10,1,0,0,36,2023,21,294,42,12.0,11.0,11.142857142857142,False,True,False,False,False,False,False,False
19,10,1,0,0,36,2023,21,294,42,16.0,16.0,13.0,False,True,False,False,False,False,False,False
20,10,1,0,0,36,2023,21,294,42,17.0,21.0,16.714285714285715,False,True,False,False,False,False,False,False
21,10,1,0,0,36,2023,21,294,42,10.0,4.0,10.142857142857142,False,True,False,False,False,False,False,False
22,10,1,0,0,36,2023,21,294,42,0.0,2.0,4.0,False,True,False,False,False,False,False,False
11,10,0,0,0,27,2023,22,295,42,6.0,5.0,5.0,False,False,True,False,False,False,False,True
12,10,0,0,0,27,2023,22,295,42,10.0,11.0,11.428571428571429,False,False,True,False,False,False,False,True
13,10,0,0,0,27,2023,22,295,42,10.0,15.0,11.285714285714286,False,False,True,False,False,False,False,True
14,10,0,0,0,27,2023,22,295,42,18.0,5.0,11.0,False,False,True,False,False,False,False,True
15,10,0,0,0,27,2023,22,295,42,11.0,5.0,3.7142857142857144,False,False,True,False,False,False,False,True
16,10,0,0,0,27,2023,22,295,42,4.0,0.0,3.5714285714285716,False,False,True,False,False,False,False,True
17,10,0,0,0,27,2023,22,295,42,12.0,6.0,5.857142857142857,False,False,True,False,False,False,False,True
18,10,0,0,0,27,2023,22,295,42,13.0,10.0,12.428571428571429,False,False,True,False,False,False,False,True
19,10,0,0,0,27,2023,22,295,42,16.0,14.0,13.0,False,False,True,False,False,False,False,True
20,10,0,0,0,27,2023,22,295,42,25.0,12.0,18.142857142857142,False,False,True,False,False,False,False,True
21,10,0,0,0,27,2023,22,295,42,5.0,11.0,10.0,False,False,True,False,False,False,False,True
22,10,0,0,0,27,2023,22,295,42,3.0,0.0,4.0,False,False,True,False,False,False,False,True
11,10,0,0,0,58,2023,23,296,43,4.0,7.0,4.571428571428571,True,False,False,False,False,False,True,False
12,10,0,0,0,58,2023,23,296,43,10.0,6.0,11.428571428571429,True,False,False,False,False,False,True,False
13,10,0,0,0,58,2023,23,296,43,6.0,10.0,10.142857142857142,True,False,False,False,False,False,True,False
14,10,0,0,0,58,2023,23,296,43,11.0,10.0,10.571428571428571,True,False,False,False,False,False,True,False
15,10,0,0,0,58,2023,23,296,43,2.0,1.0,3.5714285714285716,True,False,False,False,False,False,True,False
16,10,0,0,0,58,2023,23,296,43,5.0,5.0,3.7142857142857144,True,False,False,False,False,False,True,False
17,10,0,0,0,58,2023,23,296,43,2.0,8.0,5.142857142857143,True,False,False,False,False,False,True,False
18,10,0,0,0,58,2023,23,296,43,19.0,10.0,11.714285714285714,True,False,False,False,False,False,True,False
19,10,0,0,0,58,2023,23,296,43,14.0,9.0,13.285714285714286,True,False,False,False,False,False,True,False
20,10,0,0,0,58,2023,23,296,43,22.0,17.0,17.285714285714285,True,False,False,False,False,False,True,False
21,10,0,0,0,58,2023,23,296,43,10.0,16.0,8.714285714285714,True,False,False,False,False,False,True,False
22,10,0,0,0,58,2023,23,296,43,0.0,3.0,3.5714285714285716,True,False,False,False,False,False,True,False
11,10,0,0,0,48,2023,24,297,43,4.0,2.0,4.571428571428571,False,False,False,False,True,False,False,True
12,10,0,0,0,48,2023,24,297,43,6.0,8.0,11.142857142857142,False,False,False,False,True,False,False,True
13,10,0,0,0,48,2023,24,297,43,2.0,8.0,9.857142857142858,False,False,False,False,True,False,False,True
14,10,0,0,0,48,2023,24,297,43,7.0,7.0,11.0,False,False,False,False,True,False,False,True
15,10,0,0,0,48,2023,24,297,43,0.0,0.0,3.7142857142857144,False,False,False,False,True,False,False,True
16,10,0,0,0,48,2023,24,297,43,6.0,7.0,3.142857142857143,False,False,False,False,True,False,False,True
17,10,0,0,0,48,2023,24,297,43,3.0,10.0,5.428571428571429,False,False,False,False,True,False,False,True
18,10,0,0,0,48,2023,24,297,43,5.0,8.0,11.571428571428571,False,False,False,False,True,False,False,True
19,10,0,0,0,48,2023,24,297,43,11.0,10.0,14.0,False,False,False,False,True,False,False,True
20,10,0,0,0,48,2023,24,297,43,11.0,13.0,17.285714285714285,False,False,False,False,True,False,False,True
21,10,0,0,0,48,2023,24,297,43,7.0,13.0,8.0,False,False,False,False,True,False,False,True
22,10,0,0,0,48,2023,24,297,43,0.0,8.0,3.0,False,False,False,False,True,False,False,True
11,10,0,1,0,56,2023,25,298,43,2.0,4.0,4.857142857142857,False,False,False,False,False,True,False,True
12,10,0,1,0,56,2023,25,298,43,6.0,18.0,10.142857142857142,False,False,False,False,False,True,False,True
13,10,0,1,0,56,2023,25,298,43,6.0,12.0,10.714285714285714,False,False,False,False,False,True,False,True
14,10,0,1,0,56,2023,25,298,43,10.0,14.0,9.428571428571429,False,False,False,False,False,True,False,True
15,10,0,1,0,56,2023,25,298,43,1.0,6.0,4.142857142857143,False,False,False,False,False,True,False,True
16,10,0,1,0,56,2023,25,298,43,3.0,3.0,3.0,False,False,False,False,False,True,False,True
17,10,0,1,0,56,2023,25,298,43,12.0,2.0,6.285714285714286,False,False,False,False,False,True,False,True
18,10,0,1,0,56,2023,25,298,43,7.0,13.0,12.142857142857142,False,False,False,False,False,True,False,True
19,10,0,1,0,56,2023,25,298,43,15.0,17.0,14.0,False,False,False,False,False,True,False,True
20,10,0,1,0,56,2023,25,298,43,13.0,23.0,16.857142857142858,False,False,False,False,False,True,False,True
21,10,0,1,0,56,2023,25,298,43,8.0,6.0,9.285714285714286,False,False,False,False,False,True,False,True
22,10,0,1,0,56,2023,25,298,43,4.0,13.0,1.7142857142857142,False,False,False,False,False,True,False,True
11,10,0,1,0,90,2023,26,299,43,6.0,3.0,4.428571428571429,False,False,False,True,False,False,True,False
12,10,0,1,0,90,2023,26,299,43,11.0,10.0,9.571428571428571,False,False,False,True,False,False,True,False
13,10,0,1,0,90,2023,26,299,43,18.0,17.0,9.571428571428571,False,False,False,True,False,False,True,False
14,10,0,1,0,90,2023,26,299,43,3.0,5.0,10.428571428571429,False,False,False,True,False,False,True,False
15,10,0,1,0,90,2023,26,299,43,9.0,0.0,4.142857142857143,False,False,False,True,False,False,True,False
16,10,0,1,0,90,2023,26,299,43,2.0,1.0,2.857142857142857,False,False,False,True,False,False,True,False
17,10,0,1,0,90,2023,26,299,43,8.0,0.0,7.285714285714286,False,False,False,True,False,False,True,False
18,10,0,1,0,90,2023,26,299,43,17.0,12.0,11.142857142857142,False,False,False,True,False,False,True,False
19,10,0,1,0,90,2023,26,299,43,17.0,9.0,14.285714285714286,False,False,False,True,False,False,True,False
20,10,0,1,0,90,2023,26,299,43,20.0,10.0,16.285714285714285,False,False,False,True,False,False,True,False
21,10,0,1,0,90,2023,26,299,43,15.0,10.0,9.428571428571429,False,False,False,True,False,False,True,False
22,10,0,1,0,90,2023,26,299,43,4.0,1.0,1.7142857142857142,False,False,False,True,False,False,True,False
11,10,1,0,0,88,2023,27,300,43,0.0,9.0,4.428571428571429,False,False,False,False,False,False,False,True
12,10,1,0,0,88,2023,27,300,43,6.0,18.0,9.428571428571429,False,False,False,False,False,False,False,True
13,10,1,0,0,88,2023,27,300,43,9.0,16.0,10.428571428571429,False,False,False,False,False,False,False,True
14,10,1,0,0,88,2023,27,300,43,12.0,12.0,10.428571428571429,False,False,False,False,False,False,False,True
15,10,1,0,0,88,2023,27,300,43,0.0,6.0,5.0,False,False,False,False,False,False,False,True
16,10,1,0,0,88,2023,27,300,43,0.0,0.0,3.142857142857143,False,False,False,False,False,False,False,True
17,10,1,0,0,88,2023,27,300,43,7.0,7.0,8.142857142857142,False,False,False,False,False,False,False,True
18,10,1,0,0,88,2023,27,300,43,5.0,12.0,11.857142857142858,False,False,False,False,False,False,False,True
19,10,1,0,0,88,2023,27,300,43,11.0,16.0,15.0,False,False,False,False,False,False,False,True
20,10,1,0,0,88,2023,27,300,43,6.0,17.0,16.714285714285715,False,False,False,False,False,False,False,True
21,10,1,0,0,88,2023,27,300,43,11.0,10.0,9.142857142857142,False,False,False,False,False,False,False,True
22,10,1,0,0,88,2023,27,300,43,1.0,0.0,1.7142857142857142,False,False,False,False,False,False,False,True
11,10,1,0,0,39,2023,28,301,43,9.0,6.0,4.428571428571429,False,True,False,False,False,False,False,True
12,10,1,0,0,39,2023,28,301,43,17.0,10.0,10.428571428571429,False,True,False,False,False,False,False,True
13,10,1,0,0,39,2023,28,301,43,22.0,10.0,11.428571428571429,False,True,False,False,False,False,False,True
14,10,1,0,0,39,2023,28,301,43,12.0,18.0,9.142857142857142,False,True,False,False,False,False,False,True
15,10,1,0,0,39,2023,28,301,43,12.0,11.0,4.428571428571429,False,True,False,False,False,False,False,True
16,10,1,0,0,39,2023,28,301,43,2.0,4.0,3.142857142857143,False,True,False,False,False,False,False,True
17,10,1,0,0,39,2023,28,301,43,13.0,12.0,7.714285714285714,False,True,False,False,False,False,False,True
18,10,1,0,0,39,2023,28,301,43,17.0,13.0,11.714285714285714,False,True,False,False,False,False,False,True
19,10,1,0,0,39,2023,28,301,43,21.0,16.0,15.142857142857142,False,True,False,False,False,False,False,True
20,10,1,0,0,39,2023,28,301,43,20.0,25.0,15.571428571428571,False,True,False,False,False,False,False,True
21,10,1,0,0,39,2023,28,301,43,8.0,5.0,9.428571428571429,False,True,False,False,False,False,False,True
22,10,1,0,0,39,2023,28,301,43,0.0,3.0,1.2857142857142858,False,True,False,False,False,False,False,True
11,10,0,0,0,63,2023,29,302,43,6.0,4.0,5.571428571428571,False,False,True,False,False,False,False,True
12,10,0,0,0,63,2023,29,302,43,17.0,10.0,9.428571428571429,False,False,True,False,False,False,False,True
13,10,0,0,0,63,2023,29,302,43,17.0,6.0,11.571428571428571,False,False,True,False,False,False,False,True
14,10,0,0,0,63,2023,29,302,43,9.0,11.0,9.0,False,False,True,False,False,False,False,True
15,10,0,0,0,63,2023,29,302,43,7.0,2.0,5.428571428571429,False,False,True,False,False,False,False,True
16,10,0,0,0,63,2023,29,302,43,4.0,5.0,2.857142857142857,False,False,True,False,False,False,False,True
17,10,0,0,0,63,2023,29,302,43,9.0,2.0,7.571428571428571,False,False,True,False,False,False,False,True
18,10,0,0,0,63,2023,29,302,43,12.0,19.0,11.428571428571429,False,False,True,False,False,False,False,True
19,10,0,0,0,63,2023,29,302,43,17.0,14.0,14.428571428571429,False,False,True,False,False,False,False,True
20,10,0,0,0,63,2023,29,302,43,17.0,22.0,14.285714285714286,False,False,True,False,False,False,False,True
21,10,0,0,0,63,2023,29,302,43,7.0,10.0,9.857142857142858,False,False,True,False,False,False,False,True
22,10,0,0,0,63,2023,29,302,43,0.0,0.0,1.4285714285714286,False,False,True,False,False,False,False,True
11,10,0,0,0,23,2023,30,303,44,12.0,4.0,5.0,True,False,False,False,False,False,True,False
12,10,0,0,0,23,2023,30,303,44,3.0,6.0,9.142857142857142,True,False,False,False,False,False,True,False
13,10,0,0,0,23,2023,30,303,44,7.0,2.0,12.0,True,False,False,False,False,False,True,False
14,10,0,0,0,23,2023,30,303,44,10.0,7.0,8.714285714285714,True,False,False,False,False,False,True,False
15,10,0,0,0,23,2023,30,303,44,9.0,0.0,6.0,True,False,False,False,False,False,True,False
16,10,0,0,0,23,2023,30,303,44,3.0,6.0,2.142857142857143,True,False,False,False,False,False,True,False
17,10,0,0,0,23,2023,30,303,44,1.0,3.0,7.857142857142857,True,False,False,False,False,False,True,False
18,10,0,0,0,23,2023,30,303,44,17.0,5.0,11.142857142857142,True,False,False,False,False,False,True,False
19,10,0,0,0,23,2023,30,303,44,9.0,11.0,14.714285714285714,True,False,False,False,False,False,True,False
20,10,0,0,0,23,2023,30,303,44,13.0,11.0,13.285714285714286,True,False,False,False,False,False,True,False
21,10,0,0,0,23,2023,30,303,44,13.0,7.0,10.0,True,False,False,False,False,False,True,False
22,10,0,0,0,23,2023,30,303,44,1.0,0.0,1.4285714285714286,True,False,False,False,False,False,True,False
11,10,0,0,0,53,2023,31,304,44,0.0,2.0,6.142857142857143,False,False,False,False,True,False,False,True
12,10,0,0,0,53,2023,31,304,44,4.0,6.0,8.285714285714286,False,False,False,False,True,False,False,True
13,10,0,0,0,53,2023,31,304,44,5.0,6.0,12.857142857142858,False,False,False,False,True,False,False,True
14,10,0,0,0,53,2023,31,304,44,5.0,10.0,8.571428571428571,False,False,False,False,True,False,False,True
15,10,0,0,0,53,2023,31,304,44,4.0,1.0,6.571428571428571,False,False,False,False,True,False,False,True
16,10,0,0,0,53,2023,31,304,44,1.0,3.0,2.142857142857143,False,False,False,False,True,False,False,True
17,10,0,0,0,53,2023,31,304,44,5.0,12.0,7.0,False,False,False,False,True,False,False,True
18,10,0,0,0,53,2023,31,304,44,3.0,7.0,12.142857142857142,False,False,False,False,True,False,False,True
19,10,0,0,0,53,2023,31,304,44,13.0,15.0,14.571428571428571,False,False,False,False,True,False,False,True
